,Player Name,Players ID,Years Active,Position Played
2054,Cristian Iramaz,ffa8ee72,amaz 2019,MF
2055,Hugo Iriarte,6415192a,2003-2012,MF
2056,Gabriel Iribarren,189a580f,2001-2010,DF
2057,"Ricardo Iribarren 1996-2000 · DF · Columbus Crew, Dallas Burn",16921e42,1996-2000,MF
2058,Imanol Iriberri,1cf1bd91,2011-2018,DF
2059,Joaquín Irigoytía,3bea1812,2001-2003,FW
2060,Manuel de Iriondo,85bcbc6c,2015-2020,GK
2061,Javier Iritier,2a6c4c4c,2016-2019,MF
2062,Kevin Isa,38d98ae3,2018-2019,MF
2063,Víctor Isaac Acosta,e55e8b0a,osta 2010,FW
2064,Lucas Ischuk,e93ca890,2009-2010,FW
2065,Daniel Islas,334e72a3,2007-2012,GK
2066,Luis Islas,63e9beb6,2002-2004,GK
2067,Pablo Islas,44156406,2002-2004,GK
2068,Eugenio Isnaldo,1da79504,2012-2020,FW
2069,Kevin Itabel,a518dc15,2010-2018,MF
2070,Silvio Iuvalé,9aa14901,2005-2015,MF
2071,Jorge Iván Pérez,50449718,2007-2012,MF
2072,Cristian Ivanobski,3298e222,2012-2016,MF
2073,Santiago Izaguirre,95e0347b,2015-2016,MF
2074,Carlos Izquierdoz,cf5c3ef1,2010-2020,DF
2075,Jorge Jaime,e65b5da0,aime 2017,DF
2076,Juan Jaime,92afda5b,2011-2012,MF
2077,Juan Jaime,d60258e1,2018-2019,MF
2078,Sebastián Jaime,11c75dcd,2009-2020,GK
2079,Lucas Janson,f3f2db7a,2012-2020,MF
2080,Agustin Jara,2d638d10,2016-2019,MF
2081,Diego Jara,f7f12886,2011-2016,DF
2082,Franco Jara,413cce14,2007-2020,FW
2083,Leonardo Jara,688aaca2,2008-2020,FW
2084,Mario Jara,feb33740,2007-2009,MF
2085,Matías Jara,5abeb343,2009-2010,MF
2086,Ignacio Jaúregui,b75986b3,2014-2015,FW
2087,Ricardo Javier Acosta,93065665,osta 2018,MF
2088,Carlos Javier Beltrán,c3721674,2012-2020,MF
2089,Carlos Javier López,61bdde05,2015-2017,DF
2090,Víctor Javier Müller,69b81b17,2001-2004,DF
2091,Carlos Javier Netto,71e24d03,etto 2008,FW
2092,Rodrigo Javier Noya,cb8b660b,2014-2020,MF
2093,Hugo Jazmín,67cb4523,zmín 2007,DF
2094,Cristian Jeandet,2d1ed21c,ndet 2007,MF
2095,Andrés Jemio,f9c9f51b,2010-2014,MF
2096,Luis Jerez Silva,57c478d4,2012-2018,GK
2097,Eric Jerez,e0e053c7,2015-2018,MF
2098,Pablo Jerez,7ee84248,2002-2011,DF
2099,Jerónimo,79d13738,2007-2015,DF
2100,Matías Jesús Noble,5f2b39fc,2015-2018,MF
2101,Walter Jiménez,3099f117,2001-2011,MF
2102,Fernando Joao,49a7b8fd,2019-2020,MF
2103,Pedro Joaquín Galván,9125f2aa,2003-2008,FW
2104,Lautaro Joel Parisi,f22f1e14,2019-2020,MF
2105,Jonathan Joel Rodríguez,7879ea16,2015-2018,FW
2106,Lucas Jofré,18923bd6,2017-2018,FW
2107,Franco Jominy,90f5cfe1,miny 2015,MF
2108,Jony,60665492,2016-2020,FW
2109,Juan José Arraya,f6bc0850,2005-2018,MF
2110,Juan José Borrelli,9bad812c,2001-2002,FW
2111,Esteban José Herrera,02ab03fe,2001-2011,MF
2112,Juan José Longhini,00459fdc,hini 2009,MF
2113,Juan José Morales,66844863,2007-2014,FW
2114,"Juan José Serrizuela 1999-2007 · DF · Club Atlético Belgrano, Quilmes, Independiente, Lanús, Mallorca, San Lorenzo",244d4d80,1999-2007,FW
2115,Federico Jourdan,e45dc044,2011-2020,DF
2116,Juan,c960cfdb,2019-2020,MF
2117,Ernesto Juan Marchisio,b07b45a6,2004-2005,go
2118,Juanito,07df1b90,2005-2018,MF
2119,Axel Juárez,acf30b27,2008-2018,FW
2120,Daniel Juárez,b3f72779,2005-2006,MF
2121,Fernando Juárez,2aebc81b,2016-2019,MF
2122,Iván Juárez,0217e94d,2003-2013,MF
2123,Matías Juárez,7cc04437,2016-2019,MF
2124,Yoel Juárez,f2588f88,2018-2020,MF
2125,Mariano Julio Izco,0d2bdb4b,2004-2020,MF
2126,Joan Juncos,5ca95196,ncos 2020,MF
2127,Natalie Juncos,fcfa6bf6,ncos 2019,FW
2128,Enzo Kalinski,53dab9a5,2006-2020,DF
2129,Walter Kannemann,5b37f2f8,2009-2019,MF
2130,Nicolás Katz,1d40e8a8,2017-2018,DF
2131,Ariel Kippes,2a42d73c,2016-2017,FW
2132,Carlos Kletnicki,8afb480f,2006-2008,DF
2133,Diego Klimowicz,a90e4d76,2001-2010,GK
2134,Mateo Klimowicz,2b7c56b4,2019-2020,FW
2135,Gonzalo Klusener,4b1273e7,2006-2017,MF
2136,Julián Kmet,be51069d,2001-2007,FW
2137,Iván Knez,8c3aa36c,2003-2005,MF
2138,Mariano Konyk,670dc72c,2017-2018,DF
2139,Matías Kranevitter,314bdac5,2012-2020,DF
2140,Alejandro Kruchowski,6df2eb30,2008-2010,MF
2141,Juan Krupoviesa,57d0a329,2001-2011,DF
2142,Lucas Kruspzky,f56e698f,2010-2017,DF
2143,Santiago Kuhl,1bfc121a,2001-2007,DF
2144,Christian La Grotteria,7ff0b859,2001-2003,MF
2145,César La Paglia,b5ab42e9,2001-2009,FW
2146,Diego de la Vega,4351089f,Vega 2002,MF
2147,Matías Laba,6e434dbc,2010-2020,DF
2148,Ignacio Lachalde,6bb6c460,2013-2014,MF
2149,Leandro Lacunza,42d8d1b5,2016-2018,MF
2150,Santiago Ladino,ce9a9c38,2001-2014,DF
2151,Agustín Lagos,09cdea58,2019-2020,DF
2152,Diego Lagos,cc6f73a6,2003-2017,DF
2153,Luis Lagrutta,113267f0,2011-2012,MF
2154,César Lamanna,12e28c63,2018-2019,MF
2155,Gonzalo Lamardo,541cceab,2017-2020,FW
2156,Rodrigo Lamardo,a04eacc0,2009-2010,MF
2157,Marcelo Lamas,a50715ea,amas 2015,MF
2158,Hernán Lamberti,d60a0d1c,2004-2016,MF
2159,Érik Lamela,abe66106,2008-2020,MF
2160,Nicolás Laméndola,bde55241,2019-2020,MF
2161,Germán Lanaro,7eccfa92,2007-2019,FW
2162,Gustavo Lanaro,0e77e4a5,naro 2020,DF
2163,Patricio Landa Garza,beccc07e,2003-2004,FW
2164,Lucas Landa,65922d77,2006-2015,MF
2165,Juan Landaida,711b7662,2004-2006,DF
2166,Pablo Lanz,91c5ed9c,Lanz 2009,DF
2167,Robertino Lanziani,b3aef6dd,2017-2018,GK
2168,Federico Lanzillota,c2b0169e,2015-2019,GK
2169,Manuel Lanzini,26f6dca8,2010-2020,GK
2170,Tomás Lanzini,746dc324,2011-2015,MF
2171,Carlos Lapetina,838b8973,tina 2017,MF
2172,Luciano Lapetina,f4d605e7,2016-2018,MF
2173,Joaquín Larrivey,7ae94e67,2007-2020,MF
2174,Mariana Larroquette,09411c68,ette 2019,FW
2175,Joaquín Laso,3c7a3791,2015-2020,FW
2176,Maximiliano Laso,a1c1ca11,2007-2012,DF
2177,Mauro Laspada,2484a5f3,2002-2006,MF
2178,Agustín Lastagaray,b2732edc,2004-2005,DF
2179,Carlo Lattanzio,3456fd27,2015-2019,FW
2180,Roberto Laumann,d955a7b7,2002-2004,FW
2181,Federico Laurito,229a8702,2008-2020,DF
2182,Pablo Lavallén,86bd8341,2002-2005,FW
2183,Ezequiel Lavezzi,6d6456d7,2004-2019,DF
2184,Ezequiel Lázaro,b305ee91,2002-2011,MF
2185,Gabriel Lazarte,aff99635,2017-2018,MF
2186,Ezequiel Lazo,079b35dd,Lazo 2011,DF
2187,Lucas Lazo,82ca2388,2013-2014,FW
2188,Emanuel Lazzarini,d85f6372,2007-2009,MF
2189,Leandro Lázzaro,11008edc,2001-2010,FW
2190,Franco Lazzaroni,31097d25,2013-2018,FW
2191,Luis Leandro Castillo,44490e9c,2012-2016,DF
2192,Santiago Lebus,597b95ca,2016-2019,DF
2193,Rodrigo Lechner,665376b7,hner 2015,MF
2194,Carlos Ledesma 1998 · MF,a3047022,esma 1998,DF
2195,Cristian Ledesma,6a5a9744,2001-2018,MF
2196,Damián Ledesma,a62616b7,2003-2017,MF
2197,Diego Ledesma,f5ddddfa,esma 2010,MF
2198,Emmanuel Ledesma,fb79af97,2008-2019,DF
2199,Fernando Ledesma,84092bca,esma 2013,MF
2200,Jeremías Ledesma,6c4776b1,2015-2020,DF
2201,Leandro Ledesma,29298a5b,2008-2009,GK
2202,Pablo Ledesma,21babc7d,2001-2019,FW
2203,Ariel Ledheros,5b3291e1,2012-2013,MF
2204,Anibal Leguizamón,c3f9ebff,2019-2020,FW
2205,Leandro Leguizamón,ac22d94c,2011-2014,DF
2206,Luciano Leguizamón,d7e9e78e,2001-2014,FW
2207,Luis Leguizamón,1549de87,amón 2018,MF
2208,Nicolás Leguizamón,a548428a,2016-2020,FW
2209,Cristian Leiva,8fa5dc8b,2001-2011,FW
2210,Mauro Leiva,21c1e5da,eiva 2016,DF
2211,Cristian Lema,2c20f2fb,2010-2020,MF
2212,Cristian Lema,8d900de3,Lema 2014,DF
2213,Damián Lemos,c709f627,2015-2020,DF
2214,Juan Lemos,e28542bf,emos 2015,MF
2215,Pablo Lenci,869aa20e,enci 2005,DF
2216,Gonzalo Lencina,e9263403,2018-2019,DF
2217,Lucas Lencina,a5bf7b22,2012-2013,FW
2218,Joaquín Lencinas,37f856f9,2005-2020,FW
2219,Leandro Lencinas,af6ae687,2017-2019,DF
2220,Ramón Lentini,80b6d0fc,2008-2018,FW
2221,Federico León,7b2b12a2,2003-2017,FW
2222,Diego Leonardo Martínez,3ed1384b,2011-2013,DF
2223,Francisco Leonardo,dd91985d,2016-2017,FW
2224,Ramiro Leone,fe5c9281,2008-2014,MF
2225,Marcos Leonel Perez,aa3cf3d9,2011-2014,MF
2226,Maximiliano Leonel Rodríguez,42337bc1,2011-2012,MF
2227,Germán Leonforte,e133e394,2002-2009,MF
2228,Tomás Leonides López,5852f4d8,2016-2017,DF
2229,Marcelo Leopaldi,a9c3387d,2000-2001,DF
2230,Gabriel Lepe,e1e9b992,2017-2018,MF
2231,Matías Lequi,dd0c806c,2001-2017,MF
2232,Danilo Lerda,2677e57b,2009-2020,DF
2233,Tomás Lerman,8b1460e1,rman 2017,GK
2234,Federico Lértora,8e8cceac,2011-2020,MF
2235,Facundo Lescano,85a907b4,2014-2019,MF
2236,Lucas Lescano,ebab52b2,2017-2018,FW
2237,Germán Lesman,ad87b24c,2010-2017,FW
2238,Sebastián Leto,3b1716f7,2004-2017,FW
2239,Gabriel Lettieri,09e2b1d9,2003-2007,MF
2240,Mauricio Levato,86867d8c,2002-2005,MF
2241,Bernardo Leyenda,94431f9e,2001-2014,MF
2242,Cristian Leyes,a0d71eca,2007-2014,GK
2243,Nery Leyes,a60c260b,2014-2020,DF
2244,Franco Leys,6c149b4d,2013-2017,MF
2245,Ezequiel Lezcano,84788c3e,2001-2003,MF
2246,Gastón Lezcano,9838cb70,2011-2020,MF
2247,Lucas Licht,b2a1c1aa,2001-2020,FW
2248,Gastón Liendo,9180a553,2001-2004,MF
2249,Javier Liendo,a55e8209,2008-2009,FW
2250,Gustavo Lillo,fce4e0dc,2001-2003,MF
2251,Lucas Lima,e36440d1,2014-2016,DF
2252,René Lima,0b5a210a,2001-2016,FW
2253,Alejandro Limia,7e844eb1,2002-2015,MF
2254,Christian Limousin,cb0b421b,usin 2019,GK
2255,Nicolás Linares,dbc15928,2017-2020,GK
2256,Dan Lincoln,061e0417,2014-2020,MF
2257,José Lincopán,af08c2b9,opán 2014,MF
2258,Andrés Lioi,3ed7e0da,2017-2020,MF
2259,Alan Lionel Minaglia,1228b70c,glia 2015,MF
2260,Marcos Litre,fe2381ec,2010-2019,FW
2261,Cristian Llama,bb0a947b,2004-2020,FW
2262,Said Llambay,6781116d,2016-2018,MF
2263,Braian Lluy,47692488,2008-2016,MF
2264,Francesco Lo Celso,53ea4157,2019-2020,MF
2265,Giovani Lo Celso,d7553721,2015-2020,MF
2266,Gabriel Lobos,a1aaf293,2001-2006,MF
2267,Gastón Lodico,0373879c,2017-2020,DF
2268,Emanuel Loeschbor,4a516d57,2006-2020,MF
2269,Gabriel Loeschbor,9702bece,2001-2009,DF
2270,Luciano Lollo,6ed8d841,2011-2020,DF
2271,Gustavo Lombardi,ac54d0b1,2001-2002,DF
2272,Sebastián Lomonaco,b7668b24,2016-2020,DF
2273,Sebastián Longo,e6703dda,2009-2011,FW
2274,Lucas Longoni,d1484e34,2010-2011,MF
2275,Hernán Lopes,1483cefd,2009-2020,FW
2276,Nicolás López Macri,7bfc5c95,2013-2014,DF
2277,Hernán López Muñoz,2e8597d8,2018-2019,FW
2278,Joel López Pissano,94cee425,2017-2019,MF
2279,Ariel López,61d73a85,2001-2007,MF
2280,"Claudio López 1999-2010 · FW · Lazio, América, Kansas City Wizards, Valencia, Racing Club, Colorado Rapids, Argentina",ce8a4e4c,1999-2010,FW
2281,Elías López,bc78521f,2019-2020,FW
2282,Emiliano López,9342cf42,ópez 2017,MF
2283,Franco López,ee40bfa3,2015-2017,FW
2284,"Gustavo López 1999-2008 · MF-FW · Celta Vigo, Cádiz",bbd74f67,1999-2008,FW
2285,Jonathan López,bbc52ad3,2009-2013,FW
2286,Juan López,70856464,2015-2016,FW
2287,Julián López,698923cf,2018-2019,MF
2288,Lautaro López,c00b6bef,ópez 2019,MF
2289,Lisandro López,8320fe65,2009-2020,GK
2290,Lisandro López,bc55bb5a,2002-2020,DF
2291,Lucas López,8172ff11,2013-2014,MF
2292,Maxi López,ad469944,2001-2020,DF
2293,Michael López,9998f968,2017-2019,FW
2294,Nicolás López,ad4c535e,2014-2015,FW
2295,Ramiro López,f241871a,2004-2016,MF
2296,Santiago López,bb7a9029,2016-2017,MF
2297,Sebastián López,dffff07a,2012-2019,MF
2298,Sergio López,ab0fe1df,2011-2020,GK
2299,Víctor López,cc7c8a52,2001-2017,MF
2300,Fernando Lorefice,032cd464,2003-2009,DF
2301,Gustavo Lorenzetti,717f790e,2003-2020,MF
2302,Juan Antonio Di Lorenzo,d1325d1b,2017-2020,FW
2303,Gastón Losa,7829985b,2007-2010,DF
2304,Hernán Losada,253ec9cf,2003-2018,GK
2305,Nahuel Losada,f07d5b4d,2016-2018,MF
2306,Diego Loscri,a5d4047e,2001-2004,GK
2307,Ignacio Lovera,2b72a72e,vera 2015,MF
2308,Maximiliano Lovera,c27ae377,2016-2020,GK
2309,Raúl Lozano,1fcefc90,2016-2017,MF
2310,Máximo Lucas,1718d05a,2003-2009,DF
2311,Cristian Lucchetti,4e49d4fd,2001-2020,FW
2312,Adrián Lucero,c94184b9,2003-2020,GK
2313,Juan Lucero,e956e29c,cero 2016,MF
2314,Julián Lucero,d6418be8,2017-2018,MF
2315,Martín Lucero,902c7aef,2012-2018,GK
2316,Hugo Luciano González,44535356,ález 2018,MF
2317,Brian Luciatti,ba0f7e5f,atti 2017,DF
2318,Daniel Ludueña,8a3d080a,2002-2017,DF
2319,Gonzalo Ludueña,a19bacd1,2008-2012,MF
2320,Fernando Lugo,30a7bf95,2015-2017,MF
2321,Maximiliano Lugo,2574b447,2008-2020,GK
2322,Pablo Lugüercio,cdc06cf5,2001-2019,DF
2323,José Luis Calderón,acc53d4d,2003-2010,MF
2324,José Luis Campi,e556595d,2004-2006,FW
2325,Leandro Luis Desábato,a3645430,2010-2020,GK
2326,Abel Luis Espinoza,d20ecbb2,2006-2008,MF
2327,José Luis Fernández,ba9c88c6,2007-2020,DF
2328,José Luis García,bb99bcdd,2002-2009,MF
2329,José Luis Gómez,d56a4105,2007-2019,MF
2330,José Luis Mamone,e2fa4b46,2006-2007,DF
2331,José Luis Palomino,921f6058,2009-2020,DF
2332,José Luis Sánchez,1b6f0184,2001-2005,DF
2333,José Luis Valdez,155737c2,2016-2017,MF
2334,Oscar Luis Vera,1a7d6032,2001-2002,FW
2335,José Luis Villagra,b56db519,2006-2008,DF
2336,José Luis Zelaye,c44c10cd,2001-2012,MF
2337,Nahuel Luján,21e0e177,2013-2017,DF
2338,Mauro Luna Diale,19d9859a,2019-2020,FW
2339,Ángel Luna,25060843,2013-2014,FW
2340,Carlos Luna,cf1e978b,2005-2019,MF
2341,Damián Luna,09bffcb4,2002-2013,FW
2342,Ezequiel Luna,772e46d9,2005-2020,MF
2343,Fernando Luna,7dba24cc,2015-2020,DF
2344,Jorge Luna,02bf4db6,2007-2017,MF
2345,Nahuel Luna,8896f1b1,Luna 2016,MF
2346,Sebastián Luna,09c53829,2009-2019,FW
2347,Facundo Lupardo,2ec06427,2015-2016,DF
2348,Cristian Lupidio,2be82e13,2002-2006,GK
2349,Leonardo Luppino,dd154e92,2003-2004,MF
2350,Alan Luque,7335c69d,2017-2019,MF
2351,Carlos Luque,110bdb32,2010-2018,DF
2352,Diego Luque,24a395e4,2001-2002,MF
2353,Federico Lussenhoff,42658559,2001-2008,GK
2354,Germán Lux,14ed837f,2001-2020,DF
2355,Javier Lux,dbabccb7,2001-2007,GK
2356,Alexis Mac Allister,83d074ff,2017-2020,MF
2357,Francis Mac Allister,1cc51702,2016-2020,MF
2358,Kevin Mac Allister,0cb35466,2016-2020,MF
2359,Ramiro Macagno,64293bed,2015-2017,DF
2360,Iván Macalik,caea97aa,2007-2010,GK
2361,Ernesto Maceira,53a5fe46,2006-2007,DF
2362,Rafael Maceratesi,97868bb0,2001-2006,DF
2363,Gastón Machín,c0da4d07,2001-2019,FW
2364,Alexis Machuca,ddaebea0,2006-2017,MF
2365,Alejandro Maciel,1522a5cc,2017-2018,DF
2366,Emanuel Maciel,934fdf16,2018-2020,DF
2367,Francisco Maciel,09b9b9e6,2001-2008,MF
2368,Leandro Maciel,9f7d5fbf,2016-2020,DF
2369,Carlos Madeo,5e26ccd4,2010-2011,MF
2370,Andrés Madrid,a70d5269,2001-2012,DF
2371,Lisandro Magallán,01a49bd2,2010-2020,MF
2372,Santiago Magallan,141d59df,2015-2019,DF
2373,Julián Magallanes,2b40d996,2008-2012,MF
2374,Ezequiel Maggiolo,a10ef69c,2001-2014,MF
2375,Eduardo Magnin,83cdcd22,2001-2002,FW
2376,Pablo Magnín,d51af27a,2011-2019,DF
2377,Braian Maidana,7995759c,2019-2020,FW
2378,Cristian Maidana,84f7b28f,2005-2019,DF
2379,Enzo Maidana,d3721260,2015-2020,MF
2380,Jonatan Maidana,d48c51d6,2006-2020,FW
2381,Julián Maidana,f0111005,2001-2007,DF
2382,Matías Maidana,c796d0cd,dana 2020,DF
2383,Mauro Maidana,772391a5,2011-2019,DF
2384,Santiago Maidana,9b03465a,dana 2018,DF
2385,Guido Mainero,c7f7afc5,2017-2020,MF
2386,Augusto Mainguyague,c55decb4,2006-2012,MF
2387,Federico Ezequiel Ruiz de Maio,3236b2c9,2014-2015,DF
2388,Franco Malagueño,ef331b68,2017-2019,FW
2389,Javier Malagueño,3bde88d6,2004-2013,MF
2390,Sebastián Malandra,1003ea75,2005-2010,DF
2391,Santiago Malano,ec1ebbe4,2005-2012,MF
2392,Rodrigo Malbernat,1a57bb91,2009-2010,FW
2393,Víctor Malcorra,90a0bb3b,2015-2020,MF
2394,Alexis Maldonado,323d23e6,2016-2020,MF
2395,Raul Maldonado,eb2fdd39,2001-2002,DF
2396,Emanuel Mammana,7e927fda,2014-2020,FW
2397,Nicolás Maná,39ff0940,2015-2020,DF
2398,Alejandro Manchot,cb6ec2ca,2018-2020,MF
2399,Federico Mancinelli,e986a82b,2007-2020,DF
2400,Lucas Mancinelli,4d24c218,2011-2020,DF
2401,Daniel Mancini,5c1663e9,2015-2020,MF
2402,Federico Mancuello,e1cf57c7,2008-2020,MF
2403,Gianluca Mancuso,b00a1d48,2016-2018,FW
2404,Germán Mandarino,51ef72b8,2012-2016,MF
2405,"Martín Mandra 1999-2010 · FW · Deportivo Quito, Club Atlético Nueva Chicago, Paniliakos, Rosario Central, Deportivo Azogues, Manta ",6c56fb83,1999-2010,MF
2406,Florencia Mandrile,156f1dac,2007-2008,FW
2407,Jorge Manduca,a6987f45,2002-2015,MF
2408,Francisco Manenti,15176ea1,2019-2020,GK
2409,Gabriel Manés,4e2a8fd1,2017-2018,MF
2410,Diego Manicero,adfdcdc5,2003-2020,DF
2411,Ludmila Manicler,b32097b0,2007-2008,FW
2412,Pablo Mannara,963481e0,2002-2009,FW
2413,Rodrigo Mannara,80170c8f,2001-2010,MF
2414,Matías Manrique,04b09244,2001-2010,FW
2415,César Mansanelli,9298a6e3,2006-2015,DF
2416,Braian Mansilla,e4c37819,2015-2020,MF
2417,Jacobo Mansilla,c5b08d44,2012-2019,FW
2418,Matías Mansilla,7c94c032,2016-2020,MF
2419,Damián Manso,99b21cee,2001-2014,MF
2420,Matias Mantilla,8d8fe6c6,2001-2008,MF
2421,Martín Mantovani,4ffb647d,2014-2020,DF
2422,Juan Manuel Azconzábal,90336cf6,2001-2010,DF
2423,Juan Manuel Barrientos,d7c98a5c,2003-2011,DF
2424,José Manuel Caspary,d22a32f5,2012-2013,MF
2425,Juan Manuel Cavallo,7c3ed1c2,2008-2011,FW
2426,Cristian Manuel Chávez,8226f0e2,2006-2020,FW
2427,Juan Manuel Cobelli,4eb76e7b,2007-2018,MF
2428,Juan Manuel Cobo,581d65e0,2004-2017,FW
2429,Diego Manuel Figueroa,74001042,2004-2009,MF
2430,Juan Manuel García,06f7516d,2016-2020,MF
2431,Juan Manuel Herbella,bcd6f036,2001-2008,FW
2432,Juan Manuel Insaurralde,deb82749,2002-2020,DF
2433,Juan Manuel Leroyer,be53003f,2016-2017,DF
2434,Juan Manuel Lucero,b5bfa52f,2005-2014,DF
2435,Juan Manuel Martínez,2996a886,2003-2018,FW
2436,Juan Manuel Olivares,47d0efb6,2006-2014,FW
2437,Juan Manuel Perillo,fb7eb495,2007-2009,MF
2438,Juan Manuel Quevedo,95d56e28,2009-2010,FW
2439,Juan Manuel Sosa,abeba0e7,2007-2009,MF
2440,Juan Manuel Tévez,bb02ca73,2014-2020,MF
2441,Juan Manuel Torres,c03232af,2002-2015,FW
2442,Juan Manuel Trejo,0a7f460e,2012-2017,MF
2443,Juan Manuel Varea,36ab4db1,2006-2016,MF
2444,Juan Manuel Vázquez,f5d54ecd,2018-2019,FW
2445,Damián Manusovich,3479c2a7,2001-2002,FW
2446,Andrés Manzanares,fb9a4636,2006-2009,DF
2447,Matías Manzano,158e1c73,2006-2016,DF
2448,Agustín Manzur,02291928,2017-2020,FW
2449,Rodrigo Marangoni,766ceb00,2006-2012,MF
2450,Juan Maraude,f8e5415f,aude 2009,MF
2451,Juan Marcarie,3ca50e9a,2012-2016,FW
2452,Alan Marcel Picazzo,92ad86a6,2017-2019,FW
2453,Cristián Marcelo Álvarez,b5aa1ce6,2011-2020,FW
2454,Javier Marcelo Correa,04bdcce2,2014-2020,MF
2455,Rafael Marcelo Delgado,14cc32a6,2013-2020,FW
2456,Claudio Marcelo García,1dd28ea5,2004-2005,DF
2457,Rubén Marcelo Gómez,0fae9840,2003-2015,FW
2458,Julio Marchant,bcc13ec7,2001-2010,MF
2459,Agustín Marchesín,853b7c48,2008-2020,MF
2460,Matías Marchesini,e6b469e9,2001-2012,GK
2461,Julián Marchioni,c2324a0a,2014-2019,DF
2462,Julián Marcioni,f0770e9e,2018-2019,DF
2463,Sergio Marclay,195f97c0,2003-2006,FW
2464,Mauro Marconato,98a89532,2016-2017,FW
2465,Iván Marcone,b14f755d,2008-2020,FW
2466,Federico Marcucci,d8c1fb4a,2012-2013,MF
2467,Lucas Mareque,942e2e68,2004-2013,MF
2468,Luis Maria Alfageme,55c91011,2006-2019,DF
2469,José María Basanta,d6696790,2004-2020,FW
2470,José María Buljubasich,edf4f200,2002-2009,DF
2471,José María Calvo,745b3a99,2001-2011,GK
2472,José María Paz,8a4c3ec0,2001-2010,DF
2473,Federico Marín,38bebb4b,2018-2020,DF
2474,Leandro Marín,a4467904,2009-2020,MF
2475,Alan Marinelli,bbb84190,2019-2020,DF
2476,"Carlos Marinelli 1999-2013 · MF · Universidad San Martín, Middlesbrough, Kansas City Wizards, Torino, Racing Club, Millonarios, Braga,",3a81b990,1999-2013,FW
2477,Gonzalo Marinelli,d9caf300,2008-2019,MF
2478,Claudio Marini,446a7d68,2000-2006,GK
2479,Guillermo Marino,6adcb909,2001-2015,MF
2480,Leonardo Marinucci,e102feda,ucci 2014,MF
2481,Bruno Marioni,76123163,2000-2010,FW
2482,"Diego Markic 1999-2005 · MF-FW · Bari, Quilmes",478145d8,1999-2005,FW
2483,Gonzalo Maroni,e01ca8f4,2016-2020,FW
2484,Nicolás Marotta,c955eab3,otta 2019,MF
2485,Lucas Márquez,975f4136,2016-2018,DF
2486,Darío Marra,10aa8636,2001-2003,DF
2487,Mauro Marrone,476e8408,2015-2016,DF
2488,Sebastián Martelli,9438d15a,2014-2018,MF
2489,Bruno Martelotto,369795cc,2007-2011,MF
2490,Juan Martín Amieva,144842f4,ieva 2019,MF
2491,Alexis Martin Arias,f2ba9b05,2015-2020,FW
2492,Sebastián Martín Benega,e2d0c7bf,2018-2019,GK
2493,Gustavo Martin Caamaño,34c50027,maño 2011,FW
2494,Juan Martín Cadelago,2be7852a,lago 2011,DF
2495,Alberto Martín Gómez,7899aaee,2009-2016,DF
2496,Juan Martín Lucero,18a3f871,2014-2020,FW
2497,Mauricio Martín Romero,34a88196,2001-2017,MF
2498,Pablo Martín Ruiz,bf6b081f,2015-2019,DF
2499,Juan Martín Tallarico,5ff2f081,rico 2011,MF
2500,Julio Martín Valli,56c5b384,2001-2003,FW
2501,Carlos Aníbal San Martín,7867f91b,2005-2006,DF
2502,Leandro Martín,94a4ef71,2017-2019,GK
2503,Sergio Martinella,b1cf35e7,ella 2014,MF
2504,Mateo Martinelli,e419b124,elli 2009,GK
2505,Leandro Martínez Montagnoli,ac65b438,2004-2005,MF
2506,Lucas Martínez Quarta,3ec3c1c9,2015-2020,DF
2507,Adrián Martínez,6c513f98,2018-2020,MF
2508,Adrián Martínez,f7e91178,2011-2015,FW
2509,Brian Martínez,c921e659,2019-2020,MF
2510,Damián Martínez,3fd3bf8a,2008-2020,FW
2511,Denis Martínez,5e1714bf,2017-2018,DF
2512,Diego Martínez,29f431d9,2012-2016,FW
2513,Elvio Martínez,59b670a1,2001-2008,DF
2514,Emiliano Martínez,7956236f,2011-2020,MF
2515,Emmanuel Martínez,4a8871e8,2006-2008,GK
2516,Enzo Martínez,173ed720,2016-2017,DF
2517,Enzo Martínez,d6ce967f,2017-2018,MF
2518,Facundo Martínez,a0e8b82c,2007-2020,DF
2519,Gerardo Martínez,3466e9e7,2012-2020,MF
2520,Lautaro Martínez,f7036e1c,2015-2020,MF
2521,Lisandro Martínez,bac46a10,2016-2020,FW
2522,Mariano Martínez,a98b5f06,2004-2011,MF
2523,Matías Martínez,57f76119,2007-2016,FW
2524,Mauricio Martínez,6027a024,2015-2020,DF
2525,Maximiliano Martínez,6fed79e6,ínez 2018,MF
2526,Maximiliano Martínez,e88edd7b,2018-2019,MF
2527,Nicolás Martínez,28baf8f6,2010-2020,DF
2528,Ramiro Martínez,46cf8654,2016-2018,MF
2529,Román Martínez,936dd5b4,2004-2020,GK
2530,Tomás Martínez,cc6cf17f,2012-2019,MF
2531,Ángelo Martino,3d0031f4,2016-2017,MF
2532,Alejandro Martinuccio,72b206f3,2009-2018,MF
2533,Fernando Martinuzzi,be58360f,2003-2018,MF
2534,Néstor Martirena,041eca81,2007-2017,GK
2535,Federico Martorell,95220654,2002-2017,FW
2536,Emmanuel Más,b9385e1f,2007-2020,DF
2537,Leonardo Mas,f49d37b7,2001-2009,DF
2538,Javier Mascherano,5070881b,2003-2020,MF
2539,Lucas Masoero,2c260eb7,2018-2020,MF
